common/ichi.wav	イチ
common/itsu.wav	イツ
common/hito.wav	ひと
g1/e4b880_hitotsu.wav	ひと・つ
g4/e5af9f_nettaigyowokansatsusuru.wav	熱帯魚を観察する（ねったいぎょをかんさつする）	
common/san.wav	サン
common/mairu.wav	まい・る
g4/e58f82_to-namentonisankasuru.wav	トーナメントに参加する（とーなめんとにさんかする）	
g4/e58f82_bikouranwosanshouseyo.wav	備考欄を参照せよ（びこうらんをさんしょうせよ）	
common/san.wav	参（さん）	three (This numeral is used for certificates,
g4/e58f82_maitta.wav	参った（まいった）	I'm exhausted., I'm in trouble,
g4/e58f82_sanjikangonimairimasu.wav	三時間後に参ります（さんじかんごにまいります）	
g4/e58f82_ninjin.wav	人参（にんじん）	a carrot
common/san.wav	サン
common/umu.wav	う・む
common/umareru.wav	う・まれる
g4/e794a3_ubu.wav	うぶ
g4/e794a3_sangyouhaikibutsu.wav	産業廃棄物（さんぎょうはいきぶつ）	industrial wastes
g4/e794a3_kokusannnoseihin.wav	国産の製品（こくさんのせいひん）	a domestic product,
common/sanka.wav	産科（さんか）	obstetrics, the obstetrical department,
g4/e794a3_kodomowoumu.wav	子供を産む（こどもをうむ）	bear a child
g4/e794a3_mousuguumareru.wav	もうすぐ産まれる（もうすぐうまれる）	will be born soon
g4/e794a3_ubugi.wav	産着（うぶぎ）	clothes for a newborn baby
common/san.wav	サン
g4/e695a3_chiru.wav	ち・る
g4/e695a3_chirasu.wav	ち・らす
g4/e695a3_chirakasu.wav	ち・らかす
g4/e695a3_chirakaru.wav	ち・らかる
g4/e695a3_kaisansuru.wav	解散する（かいさんする）	dissolve, disband, break up
g4/e695a3_konohagachitteiru.wav	木の葉が散っている（このはがちっている）	
g4/e695a3_kigachiru.wav	気が散る（きがちる）	distract one's attention
g4/e695a3_karehasenjounichitta.wav	彼は戦場に散った（かれはせんじょうにちった）	
g4/e695a3_makichirasu.wav	まき散らす（まきちらす）	strew, throw about,
g4/e695a3_heyawochirakasu.wav	部屋を散らかす（へやをちらかす）	litter the room
g4/e695a3_kicchingachirakatteiru.wav	キッチンが散らかっている（きっちんがちらかっている）	
common/zan.wav	ザン
g4/e6ae8b_nokoru.wav	のこ・る
g4/e6ae8b_nokosu.wav	のこ・す
g4/e6ae8b_nokori.wav	のこ・り
g4/e6ae8b_zannnen.wav	残念（ざんねん）	regret, disappointment,
g4/e6ae8b_kyoushitsuninokoru.wav	教室に残る（きょうしつにのこる）	
g4/e6ae8b_ikinokoru.wav	生き残る（いきのこる）	survive
g4/e6ae8b_ishowonokosu.wav	遺書を残す（いしょをのこす）	leave a testament,
g4/e6ae8b_houkagonokosareru.wav	放課後残される（ほうかごのこされる）	
g4/e6ae8b_nokorimono.wav	残り物（のこりもの）	leftovers, leavings
g4/e6ae8b_nagori.wav	名残（なごり）	traces,
common/shi.wav	シ
common/samurai.wav	*さむらい
g4/e5a3ab_bushidou.wav	武士道（ぶしどう）	Bushido, the code of the Samurai,
g4/e5a3ab_hakushikatei.wav	博士課程（はくしかてい）	a doctoral course
g4/e5a3ab_hakase.wav	博士（はかせ）	an expert, a learned man
common/shi.wav	シ
g4/e6b08f_uji.wav	うじ
common/shi.wav	～氏（し）	Mr. ~
g4/e6b08f_ujigami.wav	氏神（うじがみ）	the local Shinto deity
common/shi.wav	シ
g4/e58fb2_shijitsu.wav	史実（しじつ）	a historical fact, historical evidence
common/shi.wav	シ
g4/e58fb8_tsukasadoru.wav	つかさど・る
g4/e58fb8_shikaisha.wav	司会者（しかいしゃ）	the chairperson, the toastmaster,
g4/e58fb8_unmeiwotsukasadorukami.wav	運命を司る神（うんめいをつかさどるかみ）	
common/shi.wav	シ
g4/e8a9a6_kokoromiru.wav	こころ・みる
g4/e8a9a6_kokoromi.wav	こころ・み
g4/e8a9a6_tamesu.wav	ため・す
g4/e8a9a6_shishokusuru.wav	試食する（ししょくする）	sample, taste
g4/e8a9a6_shikenhadoudatta.wav	試験はどうだった？（しけんはどうだった）	
g4/e8a9a6_iroironajikkenwokokoromiru.wav	色々な実験を試みる（いろいろなじっけんをこころみる）	
g4/e8a9a6_kibatsunakokoromi.wav	奇抜な試み（きばつなこころみ）	a fanciful attempt,
g4/e8a9a6_nouryokuwotamesu.wav	能力を試す（のうりょくをためす）	test on one's ability
common/ji.wav	ジ
common/ni.wav	*ニ
g4/e58590_youji.wav	幼児（ようじ）	a little child, a baby, an infant, a tot
common/koji.wav	孤児（こじ）	an orphan
g4/e58590_shounika.wav	小児科（しょうにか）	pediatrics, a children's hospital
g4/e58590_chigo.wav	稚児（ちご）	a child at the breast
common/ji.wav	ジ
common/chi.wav	チ
common/osameru.wav	おさ・める
common/osamaru.wav	おさ・まる
common/naoru.wav	なお・る
common/naosu.wav	なお・す
g4/e6b2bb_shujii.wav	主治医（しゅじい）	the physician in charge,
g4/e6b2bb_chiryou.wav	治療（ちりょう）	medical treatment
g4/e6b2bb_momegotowoosameru.wav	もめ事を治める（もめごとをおさめる）	settle troubles,
g4/e6b2bb_sawagigaosamarumadematou.wav	騒ぎが治まる迄待とう（さわぎがおさまるまでまとう）	
g4/e6b2bb_jikininaorudeshou.wav	じきに治るでしょう（じきになおるでしょう）	
g4/e6b2bb_kegawonaosu.wav	怪我を治す（けがをなおす）	cure the injury (wound)
common/ji.wav	ジ
common/yameru.wav	や・める
g4/e8be9e_oseji.wav	お世辞（おせじ）	an insincere compliment, flattery, blarney
g4/e8be9e_kaishawoyameru.wav	会社を辞める（かいしゃをやめる）	leave one's office,
common/shitsu.wav	シツ
g4/e5a4b1_ushinau.wav	うしな・う
g4/e5a4b1_shitsubou.wav	失望（しつぼう）	loss of hope, disappointment, despair
g4/e5a4b1_shitsugyouchuu.wav	失業中（しつぎょうちゅう）	be unemployed, be out
g4/e5a4b1_shinnyouwoushinau.wav	信用を失う（しんようをうしなう）	lose one's credit,
g4/e5a4b1_useru.wav	失せる（うせる）	disappear, vanish,
common/shaku.wav	シャク
g4/e5809f_kariru.wav	か・りる
g4/e5809f_kari.wav	か・り
g4/e5809f_shakuyousho.wav	借用書（しゃくようしょ）	a written acknowledgment
g4/e5809f_rentaka-wokariru.wav	レンタカーを借りる（れんたかーをかりる）	
g4/e5809f_kariwokaesu.wav	借りを返す（かりをかえす）	repay one's debts,
common/shu.wav	シュ
common/tane.wav	たね
g4/e7a8ae_shurui.wav	種類（しゅるい）	a kind, a sort, a species,
g4/e7a8ae_yobousesshu.wav	予防接種（よぼうせっしゅ）	a vaccination,
g4/e7a8ae_tanebi.wav	種火（たねび）	embers, live coals, a pilot light
g4/e7a8ae_taneuma.wav	種馬（たねうま）	a stallion
common/shuu.wav	シュウ
g4/e591a8_mawari.wav	まわ・り
g4/e591a8_shuuchinojijitsu.wav	周知の事実（しゅうちのじじつ）	a well-known fact
g4/e591a8_souritsugojusshuunenkinen.wav	創立五十周年記念（そうりつごじゅっしゅうねんきねん）	
g4/e591a8_mawarini.wav	周りに（まわりに）	around, in the neighborhood
common/shuku.wav	シュク
common/shuu.wav	*シュウ
g4/e7a59d_iwau.wav	いわ・う
g4/e7a59d_iwai.wav	いわ・い
g4/e7a59d_shukufuku.wav	祝福（しゅくふく）	blessing, benediction
g4/e7a59d_shuugi.wav	祝儀（しゅうぎ）	a wedding, a congratulatory gift,
g4/e7a59d_shoushawoiwau.wav	勝者を祝う（しょうしゃをいわう）	celebrate a winner,
g4/e7a59d_oiwaishimashou.wav	お祝いしましょう（おいわいしましょう）	Let's celebrate.
g4/e7a59d_norito.wav	祝詞（のりと）	a Shinto prayer
g4/e9a086_jun.wav	ジュン
g4/e9a086_junchouni.wav	順調に（じゅんちょうに）	smoothly, satisfactorily
g4/e9a086_junnnouseigaaru.wav	順応性がある（じゅんのうせいがある）	be adaptable,
g4/e9a086_junwoottesetsumeisuru.wav	順を追って説明する（じゅんをおってせつめいする）	
common/sho.wav	ショ
common/hajime.wav	はじ・め
g4/e5889d_hajimete.wav	はじ・めて
g4/e5889d_hatsu.wav	はつ
common/ui.wav	うい
common/someru.wav	そ・める
g4/e5889d_ubu.wav	*うぶ
g4/e5889d_shoshinsha.wav	初心者（しょしんしゃ）	a beginner, a novice
g4/e5889d_shoho.wav	初歩（しょほ）	the first step, a beginners' course,
g4/e5889d_hajimemashite,douzoyoroshiku.wav	初めまして，どうぞ宜しく（はじめまして，どうぞよろしく）	
g4/e5889d_juuichigatsuhajime.wav	１１月初め（じゅういちがつはじめ）	early in November
g4/e5889d_koregahajimetedesu.wav	これが初めてです（これがはじめてです）	
g4/e5889d_ushinattehajimetesonokachiwoshiru.wav	失って初めてその価値を知る（うしなってはじめてその
g4/e5889d_hatsuyuki.wav	初雪（はつゆき）	the first snow of the season
g4/e5889d_uiuishii.wav	初々しい（ういういしい）	fresh, unsophisticated
g4/e5889d_kakizome.wav	書き初め（かきぞめ）	New Year's writing of Shodo
g4/e5889d_ubunashoujo.wav	初な少女（うぶなしょうじょ）	an innocent girl, a babe
common/shou.wav	ショウ
common/matsu.wav	まつ
g4/e69dbe_shougetsu.wav	松月（しょうげつ）	the moon which illuminates a pine
g4/e69dbe_matsunamiki.wav	松並木（まつなみき）	an avenue of pines
g4/e69dbe_taimatsu.wav	松明（たいまつ）	a torch, a firebrand
common/shou.wav	ショウ
g4/e7ac91_warau.wav	わら・う
g4/e7ac91_warai.wav	わら・い
g4/e7ac91_emu.wav	え・む
g4/e7ac91_emi.wav	え・み
g4/e7ac91_shoushisenban.wav	笑止千万（しょうしせんばん）	quite absurd,
g4/e7ac91_geragerawarau.wav	げらげら笑う（げらげらわらう）	guffaw, cackle
g4/e7ac91_waraigotojanai.wav	笑い事じゃない（わらいごとじゃない）	
g4/e7ac91_hokusoemu.wav	ほくそ笑む（ほくそえむ）	chuckle to oneself, gloat
g4/e7ac91_egao.wav	笑顔（えがお）	a smiling face
g4/e7ac91_emiwoukabete.wav	笑みを浮かべて（えみをうかべて）	with a smile
g4/e7ac91_okashii.wav	可笑しい（おかしい）	amusing, funny,
common/shou.wav	ショウ
g4/e594b1_tonaeru.wav	とな・える
g4/e594b1_gasshou.wav	合唱（がっしょう）	chorus
g4/e594b1_igiwotonaeru.wav	異議を唱える（いぎをとなえる）	raise one's objections,
common/shou.wav	ショウ
g4/e784bc_yaku.wav	や・く
common/yakeru.wav	や・ける
common/yaki.wav	や・き
g4/e784bc_shoukyakuro.wav	焼却炉（しょうきゃくろ）	an incinerator
g4/e784bc_chi-zuke-kitokukki-woyaku.wav	チーズケーキとクッキーを焼く（ちーずけーきとくっきー
g4/e784bc_yakeruyounaitami.wav	焼けるような痛み（やけるようないたみ）	a burning pain
g4/e784bc_nikugayaketa.wav	肉が焼けた（にくがやけた）	The meat is done.
g4/e784bc_hiyake.wav	日焼け（ひやけ）	sunburn, suntan
g4/e784bc_yakigamawaru.wav	焼きが回る（やきがまわる）	get dull, get senile
g4/e784bc_sukiyaki.wav	すき焼き（すきやき）	Sukiyaki (the dish which boils
g4/e784bc_shuumai.wav	焼売（しゅうまい）	a shaomai,
common/shou.wav	ショウ
common/zou.wav	ゾウ
g4/e8b1a1_daiichiinshou.wav	第一印象（だいいちいんしょう）	one's first impressions
g4/e8b1a1_kaikigenshou.wav	怪奇現象（かいきげんしょう）	a mysterious
g4/e8b1a1_zoutsukai.wav	象使い（ぞうつかい）	an elephant trainer
common/shou.wav	ショウ
common/teru.wav	て・る
g4/e785a7_terasu.wav	て・らす
g4/e785a7_tereru.wav	て・れる
g4/e785a7_shoumei.wav	照明（しょうめい）	lighting, illumination
g4/e785a7_hideritsuduki.wav	日照り続き（ひでりつづき）	a long drought
g4/e785a7_terashiawaseru.wav	照らし合わせる（てらしあわせる）	compare, check up,
g4/e785a7_tereru.wav	照れる（てれる）	be shy, get self-conscious
common/shou.wav	ショウ
g4/e8b39e_shoukin.wav	賞金（しょうきん）	prize money
g4/e8b39e_shouyo.wav	賞与（しょうよ）	a bonus ☆＝ボーナス
common/shin.wav	シン
common/jin.wav	ジン
g4/e887a3_shinka.wav	臣下（しんか）	a vassal, a retainer ☆＝家臣（かしん）
g4/e887a3_naikakusouridaijin.wav	内閣総理大臣（ないかくそうりだいじん）	the Premier,
common/shin.wav	シン
g4/e4bfa1_jishin.wav	自信（じしん）	self-confidence, assurance
g4/e4bfa1_jishinwomotte.wav	自信を持って（じしんをもって）	
g4/e4bfa1_anatawoshinjimasu.wav	あなたを信じます（あなたをしんじます）	
g4/e4bfa1_shinjigatai.wav	信じ難い（しんじがたい）	unbelievable, doubtful
g4/e4bfa1_shinjinbukai.wav	信心深い（しんじんぶかい）	deeply religious,
common/sei.wav	セイ
common/jou.wav	*ジョウ
common/naru.wav	な・る
common/nasu.wav	な・す
g4/e68890_sanseisuru.wav	賛成する（さんせいする）	approve of, agree, assent
g4/e68890_joujusuru.wav	成就する（じょうじゅする）	fulfill, realize
g4/e68890_naruhodo.wav	成る程（なるほど）	I see., Indeed., Uh-huh
g4/e68890_narubeku.wav	成るべく（なるべく）	as ~ as possible, if possible
g4/e68890_nashitogeru.wav	成し遂げる（なしとげる）	achieve, accomplish, attain,
common/sei.wav	セイ
common/shou.wav	ショウ
common/kaerimiru.wav	かえり・みる
g4/e79c81_habuku.wav	はぶ・く
g4/e79c81_hansei.wav	反省（はんせい）	self-examination
g4/e79c81_shouryaku.wav	省略（しょうりゃく）	omission, abbreviation,
g4/e79c81_shouene.wav	省エネ（しょうえね）	energy conservation,
g4/e79c81_mizukarawokaerimiru.wav	自らを省みる（みずからをかえりみる）	
g4/e79c81_temawohabuku.wav	手間を省く（てまをはぶく）	save labor
common/sei.wav	セイ
g4/e6b885_kiyoi.wav	きよ・い
g4/e6b885_kiyomeru.wav	きよ・める
g4/e6b885_seisousha.wav	清掃車（せいそうしゃ）	a garbage truck, a dustcart
g4/e6b885_kiyoikokoro.wav	清い心（きよいこころ）	a pure mind
g4/e6b885_miwokiyomeru.wav	身を清める（みをきよめる）	purify one's body,
common/sei.wav	セイ
common/jou.wav	*ジョウ
common/shizuka.wav	しず・か
common/shizumaru.wav	しず・まる
common/shizumeru.wav	しず・める
g4/e99d99_seidenki.wav	静電気（せいでんき）	static electricity
common/seikansuru.wav	静観する（せいかんする）	look on calmly, wait and see
g4/e99d99_joumyaku.wav	静脈（じょうみゃく）	a vein
g4/e99d99_shiltsu,shizukani.wav	しっ！静かに！（しっ，しずかに）	Hush! Be quiet!,
g4/e99d99_boufuuugashizumatta.wav	暴風雨が静まった（ぼうふううがしずまった）	
g4/e99d99_kokorowoshizumeru.wav	心を静める（こころをしずめる）	calm down,
common/seki.wav	セキ
g4/e5b8ad_shusseki.wav	出席（しゅっせき）	attendance, presence
g4/e5b8ad_yose.wav	寄席（よせ）	a storytellers' theater
common/seki.wav	セキ
common/tsumu.wav	つ・む
g4/e7a98d_tsumoru.wav	つ・もる
g4/e7a98d_tsumori.wav	つ・もり
g4/e7a98d_menseki.wav	面積（めんせき）	area, square measure
g4/e7a98d_keikenwotsumu.wav	経験を積む（けいけんをつむ）	acquire experience
g4/e7a98d_mitsumoru.wav	見積もる（みつもる）	make an estimate
g4/e7a98d_surutsumoridesu.wav	～する積もりです（するつもりです）	be going to ~,
common/setsu.wav	セツ
common/oru.wav	お・る
common/ori.wav	おり
g4/e68a98_oreru.wav	お・れる
g4/e68a98_seppansuru.wav	折半する（せっぱんする）	halve, split in half
g4/e68a98_hanawooru.wav	花を折る（はなをおる）	pick a flower
g4/e68a98_origami.wav	折り紙（おりがみ）	Origami, colored paper
g4/e68a98_origaareba.wav	折があれば（おりがあれば）	when opportunity arises,
g4/e68a98_oresengurafu.wav	折れ線グラフ（おれせんぐらふ）	a line graph
g4/e68a98_oretederu.wav	折れて出る（おれてでる）	make a concession,
common/setsu.wav	セツ
common/sechi.wav	*セチ
g4/e7af80_fushi.wav	ふし
g4/e7af80_sonosetsuha.wav	その節は（そのせつは）	at that time, on that occasion
g4/e7af80_sessuisuru.wav	節水する（せっすいする）	save water
g4/e7af80_sessei.wav	節制（せっせい）	temperance, abstinence, moderation
g4/e7af80_setsudononai.wav	節度のない（せつどのない）	uncontrolled, unrestrained,
g4/e7af80_sessounonai.wav	節操のない（せっそうのない）	unprincipled, inconstant
g4/e7af80_osechiryouri.wav	お節料理（おせちりょうり）	New Year dishes
g4/e7af80_omaenomehafushianaka.wav	おまえの目は節穴か？（おまえのめはふしあなか）	
g4/e7af80_jinseinofushime.wav	人生の節目（じんせいのふしめ）	the turning point of life
common/setsu.wav	セツ
common/zei.wav	*ゼイ
common/toku.wav	と・く
g4/e8aaac_setsumeisuru.wav	説明する（せつめいする）	explain, illustrate, elucidate
g4/e8aaac_sekkyou.wav	説教（せっきょう）	a sermon, preaching
g4/e8aaac_betsunosetsuniyoreba.wav	別の説によれば（べつのせつによれば）	
common/yuuzei.wav	遊説（ゆうぜい）	a canvassing tour,
g4/e8aaac_tokifuseru.wav	説き伏せる（ときふせる）	persuade, argue,
common/sen.wav	セン
g4/e6b585_asai.wav	あさ・い
g4/e6b585_senpatsujishin.wav	浅発地震（せんぱつじしん）	a shallow earthquake
g4/e6b585_asainemuri.wav	浅い眠り（あさいねむり）	a light sleep
g4/e6b585_nanteasahakananda.wav	何て浅はかなんだ！（なんてあさはかなんだ）	
g4/e6b585_asamashii.wav	浅ましい（あさましい）	contemptible, wretched, mean,
common/sen.wav	セン
common/ikusa.wav	いくさ
common/tatakau.wav	たたか・う
common/tatakai.wav	たたか・い
g4/e688a6_sensou.wav	戦争（せんそう）	war, warfare
common/senpou.wav	戦法（せんぽう）	tactics ☆＝戦術（せんじゅつ）
g4/e688a6_senshi.wav	戦士（せんし）	a warrior, a soldier
g4/e688a6_senshisuru.wav	戦死する（せんしする）	die in battle,
g4/e688a6_sensha.wav	戦車（せんしゃ）	a tank
g4/e688a6_kachiikusa.wav	勝ち戦（かちいくさ）	a victorious battle
g4/e688a6_ringunouedetatakau.wav	リングの上で戦う（りんぐのうえでたたかう）	
g4/e688a6_muiminatatakai.wav	無意味な戦い（むいみなたたかい）	an empty battle,
common/sen.wav	セン
common/erabu.wav	えら・ぶ
g4/e981b8_yoru.wav	*よ・る
g4/e981b8_supo-tsusenshu.wav	スポーツ選手（すぽーつせんしゅ）	an athlete,
g4/e981b8_senkoukijun.wav	選考基準（せんこうきじゅん）	the criteria for selection,
g4/e981b8_senkyo.wav	選挙（せんきょ）	election
g4/e981b8_e-yoribi-woerabu.wav	AよりBを選ぶ（えーよりびーをえらぶ）	prefer B to A,
g4/e981b8_yorigonomiwosuru.wav	選り好みをする（よりごのみをする）	be fussy,
common/zen.wav	ゼン
common/nen.wav	ネン
g4/e784b6_touzen.wav	当然（とうぜん）	naturally, justly, rightfully, of course
g4/e784b6_tennnensozai.wav	天然素材（てんねんそざい）	natural raw materials,
g4/e784b6_shikashi.wav	然し（しかし）	but, however, nevertheless
common/sou.wav	ソウ
common/arasou.wav	あらそ・う
common/arasoi.wav	あらそ・い
g4/e4ba89_kyousou.wav	競争（きょうそう）	competition, a contest, rivalry
g4/e4ba89_kyousoushin.wav	競争心（きょうそうしん）	a competitive spirit,
g4/e4ba89_koumyouwoarasou.wav	功名を争う（こうみょうをあらそう）	contend for a feat,
g4/e4ba89_arasoigataenai.wav	争いが絶えない（あらそいがたえない）	be constantly
common/sou.wav	ソウ
common/kura.wav	くら
g4/e58089_souko.wav	倉庫（そうこ）	a warehouse, a storehouse
g4/e58089_oguraan.wav	小倉あん（おぐらあん）	very sweet azuki bean paste
common/sou.wav	ソウ
common/su.wav	す
g4/e5b7a3_ransou.wav	卵巣（らんそう）	the ovary
g4/e5b7a3_torinosu.wav	鳥の巣（とりのす）	a nest
g4/e5b7a3_kumonosu.wav	クモの巣（くものす）	a spider web, a cobweb
common/soku.wav	ソク
g4/e69d9f_taba.wav	たば
g4/e69d9f_kuchiyakusoku.wav	口約束（くちやくそく）	a verbal promise
g4/e69d9f_tabaneru.wav	束ねる（たばねる）	bunch, bundle, lead,
g4/e69d9f_hanataba.wav	花束（はなたば）	a bouquet, a posy
g4/e69d9f_hourensouhitotaba.wav	ほうれん草一束（ほうれんそうひとたば）	
g4/e69d9f_tsukanoma.wav	束の間（つかのま）	a passing moment,
g4/e69d9f_tawashi.wav	束子（たわし）	a scourer
common/soku.wav	ソク
g4/e581b4_gawa.wav	がわ
common/soba.wav	*そば
g4/e581b4_sokumen.wav	側面（そくめん）	the side, the flank, an aspect
g4/e581b4_katagawatsuukou.wav	片側通行（かたがわつうこう）	one way traffic
g4/e581b4_kanojonosobanisuwaru.wav	彼女の側に座る（かのじょのそばにすわる）	
common/zoku.wav	ゾク
g4/e7b69a_tsuduku.wav	つづ・く
g4/e7b69a_tsudukeru.wav	つづ・ける
g4/e7b69a_tsuduki.wav	つづ・き
g4/e7b69a_renzokutekini.wav	連続的に（れんぞくてきに）	continuously,
g4/e7b69a_fukouhatsudukumono.wav	不幸は続くもの（ふこうはつづくもの）	
g4/e7b69a_hanashitsudukeru.wav	話し続ける（はなしつづける）	go on talking
g4/e7b69a_nyuukokutetsuduki.wav	入国手続き（にゅうこくてつづき）	entry formalities
g4/e7b69a_omedetatsuduki.wav	おめでた続き（おめでたつづき）	a succession of happy
common/sotsu.wav	ソツ
g4/e58d92_sotsugyoushousho.wav	卒業証書（そつぎょうしょうしょ）	a diploma, a certificate
g4/e58d92_sotsugyouronbun.wav	卒業論文（そつぎょうろんぶん）	a graduation thesis
common/son.wav	ソン
g4/e5adab_mago.wav	まご
g4/e5adab_shison.wav	子孫（しそん）	a descendant, posterity, offspring
g4/e5adab_magonote.wav	孫の手（まごのて）	a back scratcher
g4/e5adab_magomusuko.wav	孫息子（まごむすこ）	my grandson, a grandson
g4/e5adab_magomusume.wav	孫娘（まごむすめ）	my granddaughter, a granddaughter
common/tai.wav	タイ
common/obi.wav	おび
common/obiru.wav	お・びる
g4/e5b8af_sougenchitai.wav	草原地帯（そうげんちたい）	a grasslands zone,
g4/e5b8af_obidome.wav	帯留（おびどめ）	an obi band, an ornament
g4/e5b8af_shameiwoobiru.wav	社命を帯びる（しゃめいをおびる）	
g4/e5b8af_akamiwoobita.wav	赤みを帯びた（あかみをおびた）	reddish,
common/tai.wav	タイ
g4/e99a8a_resukyu-tai.wav	レスキュー隊（れすきゅーたい）	a rescue party
g4/e99a8a_kaiheitainotaichou.wav	海兵隊の隊長（かいへいたいのたいちょう）	
common/tatsu.wav	タツ
g4/e98194_dachi.wav	*ダチ
common/tachi.wav	たち
g4/e98194_tatsujin.wav	達人（たつじん）	a master, an expert, an adept,
g4/e98194_tasshadearu.wav	達者である（たっしゃである）	be in good health
g4/e98194_otasshi.wav	お達し（おたっし）	notification, an official notice, warning
g4/e98194_suijunnnitassuru.wav	水準に達する（すいじゅんにたっする）	reach the level,
g4/e98194_nihonjinnnotomodachi.wav	日本人の友達（にほんじんのともだち）	a Japanese friend
g4/e98194_anohitotachihadaredesuka.wav	あの人達は誰ですか？（あのひとたちはだれですか）	
g4/e98194_daruma.wav	達磨（だるま）	a daruma doll
common/tan.wav	タン
g4/e58d98_tanjun.wav	単純（たんじゅん）	simplicity, simple, simple-minded
common/tanka.wav	単価（たんか）	a unit price (cost)
g4/e58d98_tannnaru.wav	単なる（たんなる）	mere, simple
g4/e58d98_tannni.wav	単に（たんに）	only, merely, just, simply, solely
common/chi.wav	チ
g4/e7bdae_oku.wav	お・く
g4/e7bdae_houchisuru.wav	放置する（ほうちする）	leaving as it is, neglect
g4/e7bdae_koppuwooku.wav	コップを置く（こっぷをおく）	put one's glass down
g4/e7bdae_mihariwooku.wav	見張りを置く（みはりをおく）	post a guard,
g4/e7bdae_nyu-yo-kunishitenwooku.wav	ニューヨークに支店を置く（にゅーよーくにしてんをおく）	
g4/e7bdae_soudanninwooku.wav	相談員を置く（そうだんいんをおく）	employ a counselor
g4/e7bdae_oiteikanaide.wav	置いて行かないで！（おいていかないで）	
g4/e7bdae_okimono.wav	置き物，置物（おきもの）	an ornament
common/chuu.wav	チュウ
common/naka.wav	なか
g4/e4bbb2_chuusai.wav	仲裁（ちゅうさい）	mediation, peacemaking, arbitration
g4/e4bbb2_nakayoshi.wav	仲良し（なかよし）	a close friend
g4/e4bbb2_nakoudo.wav	仲人（なこうど）	a matchmaker
common/cho.wav	チョ
common/tameru.wav	*ため・る
g4/e8b2af_chokin.wav	貯金（ちょきん）	savings
g4/e8b2af_arubaitodekotsukotsuokanewotameru.wav	アルバイトでこつこつお金を貯める（あるばいとでこつこつ
common/chou.wav	チョウ
g4/e58586_kizashi.wav	きざ・し
g4/e58586_icchouen.wav	一兆円，１兆円（いっちょうえん）	one trillion yen,
g4/e58586_zenchou.wav	前兆（ぜんちょう）	an omen, a portent, a sign,
g4/e58586_harunokizashi.wav	春の兆し（はるのきざし）	signs of spring
common/chou.wav	チョウ
common/harawata.wav	*はらわた
g4/e885b8_daichou.wav	大腸（だいちょう）	the colon
g4/e885b8_harawataganiekurikaeru.wav	腸が煮えくり返る（はらわたがにえくりかえる）	
common/tei.wav	テイ
g4/e4bd8e_hikui.wav	ひく・い
g4/e4bd8e_hikumeru.wav	ひく・める
g4/e4bd8e_teiketsuatsu.wav	低血圧（ていけつあつ）	low blood pressure, hypotension
g4/e4bd8e_mibungahikui.wav	身分が低い（みぶんがひくい）	have low status,
g4/e4bd8e_segahikui.wav	背が低い（せがひくい）	be short, be small in stature
g4/e4bd8e_koewohikumeru.wav	声を低める（こえをひくめる）	lower one's voice
common/tei.wav	テイ
common/soko.wav	そこ
g4/e5ba95_kaitei.wav	海底（かいてい）	the bottom of the sea, submarine
g4/e5ba95_shigengasokowotsuita.wav	資源が底をついた（しげんがそこをついた）	
g4/e5ba95_kokoronosokodeha.wav	心の底では（こころのそこでは）	in one's heart of hearts,
common/tei.wav	テイ
g4/e5819c_teiden.wav	停電（ていでん）	a blackout, a power failure,
g4/e5819c_basunoteiryuujo.wav	バスの停留所（ばすのていりゅうじょ）	a bus stop,
g4/e5819c_teishi.wav	停止（ていし）	a stop, a standstill, a ban,
common/teki.wav	テキ
g4/e79a84_mato.wav	まと
g4/e79a84_gutaiteki.wav	具体的（ぐたいてき）	concrete
g4/e79a84_sekaitekinainfure.wav	世界的なインフレ（せかいてきないんふれ）	
g4/e79a84_yogengatekichuushita.wav	予言が的中した（よげんがてきちゅうした）	
g4/e79a84_matohazure.wav	的外れ（まとはずれ）	irrelevant
common/ten.wav	テン
g4/e585b8_tenkeiteki.wav	典型的（てんけいてき）	typical, model, ideal
common/koten.wav	古典（こてん）	classics, a classic
common/den.wav	デン
common/tsutawaru.wav	つた・わる
common/tsutaeru.wav	つた・える
common/tsutae.wav	つた・え
common/tsutau.wav	つた・う
common/tsute.wav	*つて
g4/e4bc9d_dentatsu.wav	伝達（でんたつ）	transmission, communication
g4/e4bc9d_jouhouhasugunitsutawaru.wav	情報はすぐに伝わる（じょうほうはすぐにつたわる）	
g4/e4bc9d_wazawotsutaeru.wav	技を伝える（わざをつたえる）	pass on one's skill
g4/e4bc9d_iitsutae.wav	言い伝え（いいつたえ）	a tradition, a legend
g4/e4bc9d_kagyouwotetsudau.wav	家業を手伝う（かぎょうをてつだう）	help one's
g4/e4bc9d_tetsudatteitadakemasuka,iidesuyo,tetsudaimasu.wav	手伝っていただけますか？いいですよ，手伝います
g4/e4bc9d_tetsudaimashouka.wav	手伝いましょうか？（てつだいましょうか）	May I help you?,
g4/e4bc9d_otetsudaisan.wav	お手伝いさん（おてつだいさん）	a maid, a housekeeper,
g4/e4bc9d_jo-jinotsutede.wav	ジョージの伝で（じょーじのつてで）	
common/to.wav	ト
g4/e5be92_tohodeiku.wav	徒歩で行く（とほでいく）	go on foot
g4/e5be92_kirisutokyouto.wav	キリスト教徒（きりすときょうと）	a christian,
